id,sellValue,buyValue,sellDay,buyDay
135,148,100059,180,813
136,127,99973,3297,3751
137,127,100102,4516,5651
138,152,100090,1548,2094
139,143,100105,3523,3832
140,138,100095,4873,6648
141,128,100093,1895,4480
142,129,100121,5722,6484
143,127,100124,4282,6133
144,133,100100,6539,8585
145,128,100121,395,817
146,125,100120,377,7952
147,152,100089,4546,6894
148,127,100120,6184,6672
149,176,100077,1758,2040
150,134,100079,2257,4035
151,133,100124,1321,10227
152,441,100117,81,409
153,140,100076,1044,1544
154,131,100120,789,3650
155,147,100115,2177,2658
156,170,100113,3438,5299
157,211,100091,988,2180
158,143,100061,724,1954
159,145,100079,578,2617
160,159,100082,1817,2723
161,136,100120,1930,7474
162,129,100105,1456,2762
163,132,100111,5876,10026
164,274,100071,4208,4432
165,129,100106,8015,10265
166,142,100114,3194,4640
167,130,100099,1072,6490
168,134,100117,1462,2154
169,138,100124,598,4484
170,144,100044,727,1097
171,147,100110,1117,5005
172,166,100023,332,1120
173,126,100075,8000,8406
174,156,100101,2869,4021
175,129,100072,1330,5839
176,224,100053,868,1194
177,140,100117,1678,9766
178,133,100117,385,4832
179,188,100118,500,1670
180,140,100112,5119,7049
181,177,100058,303,2226
182,143,100119,798,1420
183,140,100107,1232,4373
184,172,100095,2349,3091
185,140,100122,3244,3337
186,143,100115,2673,5916
187,238,100122,294,700
188,127,100098,129,492
189,155,100099,4120,4391
190,151,100105,3469,4549
191,149,100104,1266,4351
192,136,100100,186,1591
193,164,99965,526,665
194,126,100109,6606,8624
195,134,100004,453,1235
196,142,100054,1819,1950
197,126,100076,4089,6007
198,160,100089,792,2016
199,133,100040,1089,2409
200,126,100077,144,5437
201,133,100110,1260,1324
202,129,100103,4930,5728
203,142,100100,783,4183
204,335,100030,298,581
205,180,100097,64,1009
206,137,100123,3752,7212
207,126,100117,832,3427
208,142,100104,3651,6205
209,140,100115,1533,3541
210,131,100111,735,3419
211,360,100048,4,1150
212,133,100122,2979,3645
213,157,99969,976,1370
214,142,100087,602,943
215,139,100121,5033,5166
216,262,100099,826,1647
217,342,100115,389,796
218,173,100107,739,785
219,141,100115,3923,4236
220,236,100116,1005,1532
221,126,100114,4286,4910
222,125,100083,587,4166
223,150,100111,1498,3420
224,158,100037,3019,4766
225,155,100096,1247,2103
226,127,100114,616,1289
227,136,100110,4106,8317
228,178,100051,2206,3371
229,250,100070,971,1128
230,138,100083,5932,7526
231,189,100106,798,1964
232,145,100123,490,4315
233,128,100115,722,1836
234,153,100093,737,1728
235,144,100107,2345,2627
236,168,100012,1738,2099
237,142,100120,2613,2900
238,127,100072,7165,8429
239,132,100105,354,7556
240,156,100121,4167,5049
241,137,100101,491,5560
242,133,100106,613,4960
243,299,100070,1147,1273
244,129,100073,1252,1283
245,165,100111,177,6349
246,151,100105,3873,5246
247,135,100118,7219,9467
248,152,100121,6037,6356
249,218,100104,1109,3102
250,128,99908,2044,2069
251,148,100120,456,1283
252,126,100117,1442,2167
253,129,100087,2321,5939
254,139,100043,112,847
255,135,100115,7875,9498
256,248,100111,701,1148
257,133,100084,2997,3177
258,136,100124,781,920
259,125,100123,7620,8948
260,141,100089,384,2403
261,151,100102,755,1410
262,269,100114,1317,2833
263,142,100095,1750,2657
264,134,100118,117,159
265,141,99991,306,1291
266,217,100116,34,707
267,132,100104,2804,3124
268,138,100111,1985,2253
269,129,100093,3030,8691
270,130,100117,429,1719
271,198,100033,951,992
272,125,100116,3091,8722
273,142,100070,2839,3140
274,126,100082,7928,9783
275,259,99950,1101,1440
276,133,100113,1464,2022
277,162,100112,474,1893
278,126,100076,458,1120
279,127,100124,2746,5671
280,130,100112,2874,3596
281,149,100110,3475,4566
282,135,100114,2815,3075
283,141,100104,1624,1820
284,168,100122,3403,3941
285,125,100107,995,3300
286,199,100080,670,683
287,133,99827,1234,1348
288,268,100055,1333,2672
289,128,100112,2134,2826
290,126,100120,1053,4237
291,152,100123,641,4852
292,127,100099,851,2241
293,241,100013,930,1291
294,157,100114,53,2456
295,139,100098,4629,4648
296,134,100119,465,3074
297,133,100084,3843,5938
298,128,100121,5448,6105
299,147,100116,337,3126
300,153,100001,698,1001
301,156,100124,116,1969
302,129,100113,1363,2823
303,180,100123,68,75
304,141,100119,151,904
305,133,100122,1871,8401
306,146,100080,760,1685
307,153,100117,1018,1191
308,143,100099,3864,5721
309,126,100123,1989,2292
310,129,100119,2728,7125
311,156,100121,2053,3745
312,133,100124,1071,2674
313,132,100104,588,5415
314,157,100121,2333,4708
315,125,100097,1831,2268
316,131,100110,988,3324
317,139,100121,44,280
318,156,100071,1681,2002
319,135,100106,1439,3318
320,183,100098,242,258
321,133,100118,434,1080
322,162,100107,3512,4776
323,164,100012,116,613
324,130,100122,2134,8238
325,151,100084,2006,5140
326,192,100119,1976,2119
327,130,100122,6206,7010
328,157,100098,269,2444
329,152,100063,6654,9767
330,137,100124,4290,5003
331,125,100111,22,4706
332,138,100120,435,2594
333,158,100103,52,2783
334,136,100110,2826,9767
335,132,100029,556,1281
336,144,99991,1073,3447
337,178,100079,1168,1478
338,139,100100,233,2184
339,155,100092,1905,2235
340,144,100108,1706,3791
341,137,100121,3275,5266
342,145,100105,813,2254
343,160,100121,3732,5705
344,136,100092,4371,4956
345,146,100105,2044,5465
346,139,100103,3203,6786
347,151,100095,1184,1508
348,136,100124,1511,2839
349,163,100012,1705,2707
350,138,100122,1034,3450
351,129,100123,3050,9165
352,154,100110,4540,6483
353,144,100089,4425,6334
354,146,100102,7140,7476
355,213,100108,3557,5070
356,129,100089,7395,9542
357,284,100037,888,1092
358,141,100091,3053,4768
359,299,100111,62,1312
360,131,100116,2751,4235
361,125,100117,770,1600
362,159,100096,3785,5579
363,129,100118,782,1291
364,153,100065,485,490
365,132,100110,2640,3523
366,137,100118,669,1355
367,163,100118,253,1553
368,159,100120,328,8983
369,128,100114,1268,3221
370,139,100097,4468,5499
371,156,100124,4164,6295
372,179,100089,782,803
373,140,100104,493,2226
374,170,100111,1109,1362
375,125,100099,752,4222
376,132,100104,247,271
377,137,100111,7129,8495
378,155,100122,2336,5502
379,137,100104,1273,6861
380,131,100114,1959,7198
381,127,100071,3708,5267
382,205,100111,157,527
383,164,100082,3117,3737
384,138,100116,4431,5265
385,163,100100,758,2660
386,174,100039,5257,6435
387,194,100087,2198,2392
388,128,100121,1260,4304
389,138,100057,3002,3979
390,192,100013,1639,2009
391,129,100123,5425,6849
392,164,100102,4354,5689
393,132,100089,2344,3367
394,150,100123,1913,2290
395,132,100115,6904,8577
396,135,100069,1244,4234
397,126,100124,1990,3860
398,141,100097,1892,2328
399,133,100109,5841,7280
400,126,100069,5229,6105
401,142,100100,2686,4358
402,133,100041,4725,5912
403,224,100123,800,2678
404,152,100054,1629,1927
405,392,100089,34,603
406,168,100023,788,1693
407,181,100120,646,3377
408,166,100120,13,985
409,391,100103,114,193
410,145,100023,1938,3266
411,137,100058,5526,8726
412,131,100115,3065,4173
413,147,100112,5175,6385
414,142,100115,1594,7186
415,182,100111,866,1071
416,170,100104,509,852
417,144,100123,4154,7916
418,125,100109,1862,3048
419,209,100124,109,659
420,126,99960,344,677
421,145,100116,1317,2613
422,130,100111,6378,7462
423,131,100019,2312,2571
424,161,100122,2367,2621
425,167,100081,651,1255
426,155,100105,1683,2429
427,128,100099,8698,8727
428,125,100113,477,946
429,143,100107,2251,3105
430,170,99817,402,994
431,135,100121,5910,7315
432,133,100122,1219,1521
433,143,100124,466,1554
434,128,100013,1653,2451
435,161,99968,817,903
436,149,100023,87,738
437,148,100111,977,1900
438,198,100101,1328,2590
439,135,100116,1944,5700
440,141,100121,4408,6292
441,129,100122,5056,6766
442,131,100090,988,1116
443,126,100086,536,4116
444,130,99762,568,796
445,154,100114,40,4329
446,129,100111,1211,6339
447,139,100108,329,679
448,147,100124,1905,5104
449,200,100090,1836,2675
450,143,100118,2417,7875
451,131,100115,342,2565
452,148,100114,5221,5735
453,131,100098,2537,4197
454,136,100123,1943,2660
455,163,100106,458,1040
456,129,100116,1625,1866
457,135,100124,7358,8114
458,133,100123,1627,4874
459,137,100121,660,3910
460,146,100093,621,779
461,132,100109,6084,6496
462,329,100022,655,866
463,199,100117,742,4637
464,151,100114,1931,3482
465,148,100103,5878,6284
466,184,100105,755,1689
467,126,100122,2151,2381
468,125,100043,2122,4654
469,177,100095,3311,4425
470,126,100020,1840,2540
471,316,100111,73,94
472,167,100078,1040,2326
473,252,100109,1819,2215
474,142,100101,509,2074
475,193,100028,2483,3011
476,145,100102,5126,7295
477,160,100123,167,446
478,141,100107,32,1907
479,131,100124,5430,7384
480,144,100097,435,984
481,170,100111,1529,2422
482,135,100119,2428,2849
483,164,100119,1249,1355
484,131,100073,1534,5686
485,137,100059,2242,3410
486,125,100116,4757,5124
487,127,100116,80,2067
488,130,100114,106,1593
489,141,100018,989,2670
490,145,100121,404,3520
491,155,100029,3568,5029
492,133,100113,2621,10166
493,127,100110,927,1489
494,143,100120,789,2562
495,142,100088,457,625
496,133,100108,2056,2218
497,157,100116,3771,6734
498,141,100108,1096,1437
499,138,100093,5103,7745
500,159,100112,934,2042
501,129,100094,718,2456
502,276,100091,754,950
503,155,100086,2151,2322
504,171,100099,1719,3008
505,147,100123,315,500
506,153,100060,220,1431
507,135,100109,1453,5411
508,132,100112,6106,7415
509,137,100122,472,2585
510,206,100058,1331,1495
511,133,100088,2448,4010
512,137,100121,370,3633
513,155,100120,900,1691
514,126,100116,2797,6120
515,143,100111,2016,4397
516,137,100123,1684,3859
517,141,100115,1571,7187
518,166,100112,1106,3281
519,162,100096,4784,8125
520,138,100119,774,1296
521,342,100086,268,386
522,127,100122,5154,7322
523,134,100123,2304,7682
524,160,100046,1234,2580
525,151,100060,5862,9035
526,141,100107,7092,7445
527,125,100115,2067,2441
528,138,100052,3806,6084
529,145,100080,5677,6062
530,395,100080,1843,1986
531,163,100122,3951,4199
532,274,100106,1163,3281
533,201,100071,1430,1767
534,153,100052,1160,3433
535,140,100124,3693,6115
536,145,100107,3764,7035
537,128,100119,1475,2194
538,126,100120,1207,3853
539,135,100116,788,3139
540,244,99973,355,426
541,130,100117,225,10311
542,132,100118,2662,3592
543,146,100124,3099,3923
544,141,100124,560,1573
545,140,100064,5124,5443
546,129,100106,4041,8188
547,160,100034,1057,1099
548,160,100082,3584,4639
549,172,100121,307,793
550,135,100118,2125,3184
551,152,100071,1258,3297
552,137,100120,1759,1971
553,208,100102,533,934
554,147,100124,2338,2529
555,130,100108,83,1378
556,175,100116,851,1676
557,135,100100,2190,3071
558,169,99995,700,1367
559,126,100122,3712,3738
560,558,100006,933,1053
561,137,100120,712,3327
562,143,100109,2932,3023
563,128,100124,1634,2905
564,323,100100,595,775
565,133,100119,1982,2210
566,157,100124,243,568
567,159,100114,103,2773
568,191,100102,908,1230
569,151,100108,1090,1120
570,161,100108,3257,3574
571,165,100100,3192,4295
572,148,100111,3662,4714
573,157,100119,4646,6557
574,133,100097,3831,8621
575,127,100103,6215,8143
576,256,100124,1044,1767
577,136,100118,3540,6525
578,416,100056,1520,1555
579,141,100083,345,1473
580,183,100000,200,880
581,127,100112,819,4520
582,129,100090,2032,2284
583,173,100115,1283,2440
584,127,100112,5673,5932
585,155,100114,3524,4952
586,126,100112,3048,6935
587,167,100122,346,3706
588,134,100115,7070,7272
589,137,100100,1165,2238
590,154,100113,4203,5363
591,148,100091,249,666
592,131,100124,2505,7954
593,253,100101,899,1667
594,161,100122,756,4282
595,146,100124,1661,2667
596,127,100040,96,335
597,146,100090,1241,2206
598,137,100118,217,9340
599,202,100052,1476,1646
600,155,100119,290,3380
601,136,100110,1954,5602
602,132,100119,1878,6906
603,145,100105,3077,4266
604,221,100098,903,2794
605,125,100106,3303,3992
606,132,100116,3120,7802
607,132,100065,167,763
608,125,100112,1643,2791
609,125,100121,2640,6186
610,143,100107,2684,5045
611,144,100121,6124,8419
612,126,100097,1388,2020
613,163,100057,2043,3510
614,131,100110,49,330
615,127,100103,3829,3919
616,159,100103,665,1046
617,140,100123,443,6053
618,176,100120,444,801
619,270,99926,375,630
620,140,100112,2447,2936
621,152,100123,446,842
622,336,100100,355,797
623,157,100123,1690,3509
624,137,100121,6249,6281
625,276,100093,419,918
626,159,100124,733,3867
627,136,100076,668,4628
628,270,100083,90,804
629,155,100120,2374,2833
630,149,100124,554,589
631,134,100115,1094,8216
632,130,100123,3851,8732
633,147,100100,903,7549
634,130,100122,1712,6446
635,135,100120,3422,3865
636,149,100109,550,3033
637,209,100030,842,1420
638,135,100057,955,2502
639,148,100115,1077,1460
640,128,100082,1855,10050
641,128,100037,309,2312
642,157,100115,1081,3072
643,130,100113,3224,3502
644,176,100116,4805,6430
645,134,100096,4694,6310
646,152,100107,2768,4817
647,149,100068,666,701
648,158,100111,2178,2239
649,156,100110,2395,4199
650,221,100078,210,1004
651,126,100122,2698,2760
652,131,100080,6107,9570
653,242,99880,333,988
654,170,100075,1312,2339
655,131,100036,2913,3512
656,166,100101,1127,2350
657,197,100064,135,316
658,148,100123,3461,6687
659,127,100122,4698,5548
660,127,100085,5832,6036
661,128,100110,1884,3708
662,149,99959,2352,3840
663,129,100124,3696,5044
664,174,100115,4758,5146
665,148,100118,143,3609
666,128,100112,229,3424
667,128,100108,3330,3928
668,132,100095,972,2496
669,150,100001,2191,2482
670,125,100123,1341,3788
671,564,100067,108,286
672,142,100102,1366,2416
673,139,100118,655,1445
674,125,100118,4046,10538
675,230,100111,85,2648
676,134,100122,1446,2006
677,126,100109,971,1764
678,126,100124,1116,2510
679,131,100123,7803,8185
680,127,100113,1479,1977
681,148,100116,4670,6061
682,136,100106,3211,7429
683,127,100120,1790,2193
684,132,100088,1684,4095
685,207,100121,340,652
686,126,100120,1437,5165
687,149,100104,839,2530
688,195,100123,703,2783
689,134,100083,478,885
690,185,100089,311,724
691,158,100089,813,2535
692,128,100078,4061,5281
693,159,100077,3073,4583
694,149,100051,1695,1878
695,146,100070,5554,5864
696,151,100048,1,639
697,166,100070,1162,1632
698,299,99885,43,147
699,140,100094,29,1445
700,125,100114,4146,5548
701,125,100111,7071,10102
702,217,100094,125,787
703,134,100075,1226,4478
704,169,100123,338,1279
705,130,100103,7050,7253
706,198,100103,2457,3587
707,135,100068,2252,2611
708,181,99838,573,887
709,134,100087,3701,4396
710,222,100051,1248,2071
711,127,100122,7124,9528
712,160,100053,857,3122
713,146,100087,4041,6191
714,134,100115,4725,5390
715,135,100101,4070,7843
716,144,100035,444,884
717,141,100123,148,8722
718,129,99903,422,3432
719,137,100077,1349,4587
720,133,100109,5340,7397
721,150,100108,2007,4462
722,157,100122,3424,5091
723,147,100112,462,2138
724,128,100073,116,1131
725,220,100098,2256,2601
726,153,100082,4153,6649
727,137,100101,2345,7576
728,135,100124,9357,9402
729,138,100103,2781,4113
730,166,100052,4525,5976
731,148,100113,1632,2013
732,127,100106,7719,7994
733,141,100105,3348,7429
734,153,100108,1033,2234
735,214,100025,415,1519
736,217,99932,633,1096
737,168,100120,2438,5054
738,170,100101,1653,4349
739,144,100115,4816,5214
740,143,100108,1250,3680
741,129,100108,3472,5900
742,158,100122,3646,3902
743,175,99994,3096,3322
744,136,100105,629,1138
745,144,100119,3278,5390
746,146,100119,616,932
747,125,100112,6106,7599
748,126,100119,4314,4410
749,151,100094,2472,2747
750,150,100080,2734,5007
751,286,100102,304,2490
752,140,100117,722,1454
753,142,100116,1622,3834
754,227,100045,103,643
755,128,100111,3667,4733
756,126,100094,2750,8285
757,148,100072,3536,5006
758,139,100011,4032,6446
759,125,100114,1325,4472
760,159,100121,2332,3236
761,139,100102,3770,6313
762,175,100124,3177,7879
763,131,100119,4915,5146
764,128,100115,5400,8918
765,176,100119,2564,3532
766,151,100116,3825,3995
767,143,100070,2688,5174
768,136,100113,4255,5269
769,197,100083,1653,2998
770,223,100111,1859,2219
771,146,100080,5794,7428
772,170,100104,5328,5401
773,149,100099,1384,4988
774,128,100104,2885,4360
775,127,100015,1626,1652
776,137,100092,4964,7101
777,130,100113,1133,3113
778,134,100122,4350,7424
779,191,100053,2207,3382
780,194,100057,569,1034
781,127,100120,4262,7026
782,161,100111,1677,2407
783,128,100071,2752,3020
784,127,100114,696,7064
785,152,100042,2382,3154
786,127,99996,1146,1706
787,154,100114,970,2983
788,147,100086,1468,2276
789,129,100124,6308,9301
790,143,100119,38,463
791,136,100119,8010,8414
792,128,100115,3811,8756
793,128,100118,2158,5946
794,132,100116,1079,5326
795,158,100111,971,2655
796,154,100122,1252,2213
797,131,100088,4830,9985
798,148,100062,1835,1941
799,133,100097,927,1889
800,136,100093,1050,2926
801,167,100085,1646,2478
802,169,100117,1763,2043
803,170,100111,1408,1521
804,129,100111,1121,2344
805,142,100077,2766,2990
806,126,100122,5700,6356
807,128,100109,3467,3543
808,182,100010,2283,2910
809,127,100102,1463,3084
810,131,100106,1333,1790
811,150,100086,4910,6513
812,179,99960,162,266
813,133,100087,3760,4823
814,144,100104,2869,5815
815,166,100121,1569,2896
816,159,100111,3078,6130
817,125,100108,550,8566
818,150,100119,3316,4286
819,156,100107,4126,5170
820,132,100120,7175,7183
821,190,100121,2350,3509
822,125,100119,4079,7579
823,171,100068,995,1636
824,158,100115,850,2973
825,250,100117,545,1437
826,134,100083,3096,3877
827,136,100090,5208,7532
828,169,99760,1186,1400
829,193,100116,668,911
830,127,100116,4585,5493
831,142,100077,4724,6896
832,301,100054,544,597
833,125,100120,459,3605
834,154,100124,7032,7287
835,127,100105,860,5652
836,130,100036,327,392
837,129,100122,4365,4489
838,170,99963,1257,2422
839,151,100122,1758,2536
840,156,100108,2547,6053
841,163,100093,628,777
842,146,100109,6575,7669
843,125,100110,4235,5449
844,130,100024,2550,3023
845,218,100027,1012,1243
846,176,100113,3009,3657
847,161,100117,420,593
848,182,100070,3986,3996
849,130,100105,8330,9774
850,125,100099,3211,5759
851,128,100054,555,1658
852,140,100119,2358,4009
853,130,100104,2138,8449
854,158,100107,2134,3974
855,154,100120,2540,3933
856,146,100108,1765,4388
857,141,100122,2355,2655
858,126,100097,3550,6045
859,133,100123,1378,4550
860,134,100104,2903,2905
861,198,100022,1283,1356
862,133,100090,2429,2499
863,161,100110,2917,3301
864,195,100104,773,2357
865,136,100121,432,593
866,127,100086,1986,2689
867,145,100060,1335,2641
868,166,100105,1211,2188
869,127,100094,1822,3882
870,131,100105,3194,6652
871,132,100109,608,7500
872,321,100036,550,671
873,158,100114,5342,5762
874,127,100114,2301,4900
875,129,100113,5076,5104
876,130,100122,1601,2351
877,138,100121,3279,3708
878,176,100114,2043,2235
879,130,100095,1094,1744
880,222,100109,1350,1677
881,244,99975,177,429
882,135,100100,4141,10658
883,154,100046,814,1818
884,187,100109,335,1039
885,131,100116,4329,9129
886,141,100066,764,5224
887,130,100083,8281,8560
888,194,100060,772,2153
889,234,100079,400,411
890,139,100114,3576,6101
891,127,100094,186,3222
892,545,100066,565,870
893,129,100123,5066,6012
894,182,100114,408,1442
895,167,100114,1767,2477
896,150,100082,2156,2815
897,276,100024,877,972
898,184,100124,1274,6050
899,147,100106,699,1864
900,126,100106,3076,4328
901,157,100121,1820,2249
902,133,100114,788,1743
903,137,100032,786,2135
904,151,99994,911,1334
905,140,100092,1560,3617
906,128,100110,2266,2414
907,128,100115,64,8575
908,140,99999,1532,1836
909,151,100086,1214,1268
910,219,100124,2925,3492
911,158,100103,597,3795
912,136,100098,2981,5533
913,153,100088,3893,5304
914,150,100052,717,1345
915,130,100116,4087,6860
916,126,100115,2310,3273
917,126,100115,3272,3313
918,183,100088,1646,1735
919,151,100090,533,1934
920,127,100122,2227,3790
921,141,100118,2507,2641
922,128,100082,6385,6494
923,144,100085,4517,4523
924,134,100124,78,5599
925,192,100101,1023,2326
926,146,100000,821,1312
927,167,100094,173,456
928,125,100062,1889,2436
929,340,100031,1740,2561
930,127,100105,575,3181
931,127,100098,5441,8859
932,132,100110,2002,2633
933,168,100082,658,937
934,225,100102,301,1280
935,131,100075,5157,6032
936,146,100105,3542,7905
937,138,100120,3068,4664
938,180,100120,1841,2364
939,131,100104,2506,9073
940,175,100092,1231,2363
941,139,100061,7411,9381
942,131,100112,1059,2205
943,125,100123,855,5083
944,131,100121,4150,4769
945,134,100113,2396,5326
946,132,100102,3855,6872
947,128,100040,228,1530
948,138,100073,1346,4155
949,146,99755,868,1216
950,140,100117,2439,3948
951,129,100123,3660,9607
952,143,100068,156,554
953,133,100120,4019,7683
954,133,100105,1577,2077
955,152,100085,1174,1176
956,159,100003,2112,2714
957,127,100094,1654,2785
958,135,100120,7451,7558
959,133,100026,1232,2308
960,153,100093,821,1751
961,184,100091,4196,6775
962,137,100119,3022,4915
963,144,100121,3775,5952
964,156,100112,2304,3171
965,219,100105,145,665
966,136,100122,2134,2612
967,147,100105,1339,1747
968,134,100075,2712,4547
969,184,100032,763,945
970,135,100119,1371,6230
971,139,100110,1098,5959
972,125,100097,531,2384
973,131,100112,2429,4976
974,133,100089,3864,4599
975,128,100113,134,2121
976,139,100106,3794,4300
977,133,100123,5461,6677
978,128,100117,1242,3064
979,155,100120,53,3158
980,239,100112,562,1206
981,143,100121,3426,4036
982,162,100019,920,3942
983,131,100120,1554,3056
984,128,100088,881,1497
985,126,100113,752,2670
986,132,100124,2277,2611
987,186,100124,3524,4319
988,141,100045,539,2446
989,178,100115,3759,4045
990,131,100117,12,1695
991,127,100054,5508,6516
992,139,100118,4771,5191
993,162,100099,2523,4510
994,156,100116,274,2222
995,136,100120,6739,7322
996,168,100084,98,1438
997,152,100103,9368,9373
998,181,100063,303,474
999,141,100088,3422,4047
1000,170,100018,846,1463
1001,144,100099,5270,5394
1002,147,100114,2131,2253
1003,137,100118,3254,3305
1004,127,100095,3675,3935
1005,150,100089,1666,2055
1006,128,100089,1258,1477
1007,214,100073,594,2178
1008,129,100123,853,947
1009,137,100122,675,1069
1010,129,100115,2245,6029
1011,178,99716,1865,2029
1012,164,100092,943,1437
1013,147,100124,900,1368
1014,159,100052,198,3541
1015,284,100090,1074,1495
1016,160,100023,1745,2540
1017,137,100102,683,2900
1018,167,100075,1067,2261
1019,128,100101,1576,1735
1020,138,100119,4237,7459
1021,128,100113,3544,7186
1022,132,100114,4293,9115
1023,146,100057,5763,6034
1024,196,100041,1231,1987
1025,132,99980,3442,4919
1026,180,100115,629,977
1027,125,100065,2803,4144
1028,128,100099,5898,8050
1029,131,100070,1932,3601
1030,189,100109,2879,3167
1031,140,100101,8333,9289
1032,164,100123,391,5697
1033,125,100120,4808,7398
1034,125,100106,3316,9784
1035,226,100121,188,546
1036,131,100123,2371,3118
1037,212,100073,3429,4199
1038,143,100106,257,4935
1039,155,100091,1868,6615
1040,137,100111,2902,7061
1041,129,100115,1022,3686
1042,133,100108,5259,7396
1043,149,100083,814,4267
1044,133,100074,877,897
1045,152,100111,307,2439
1046,126,100104,3261,3441
1047,171,100118,1517,2409
1048,167,100110,244,535
1049,136,100101,243,1138
1050,126,100121,8519,10091
1051,146,100059,1089,1474
1052,166,100118,1701,1864
1053,202,100084,1493,1553
1054,133,100123,77,1727
1055,133,99884,1484,1661
1056,145,100106,2694,5949
1057,129,100099,2591,8098
1058,175,100122,11,1912
1059,309,100021,188,448
1060,131,100115,1033,5498
1061,144,100106,1897,4451
1062,168,100053,1150,2144
1063,150,100097,1769,5040
1064,142,100077,5510,7037
1065,153,100060,939,2623
1066,127,100121,9244,9291
1067,176,100093,418,470
1068,127,100122,3757,6469
1069,126,100121,2241,2278
1070,145,100123,151,1941
1071,131,100105,6084,6090
1072,138,100118,1748,5574
1073,148,100111,347,787
1074,224,100001,106,689
1075,163,100124,687,8004
1076,212,100104,797,3496
1077,143,100097,80,4065
1078,150,100118,2309,3527
1079,205,100091,2123,4208
1080,126,100102,1038,7306
1081,126,100124,2751,4927
1082,125,100082,738,1637
1083,133,100002,1127,1865
1084,135,100123,74,1125
1085,142,100118,1607,2868
1086,193,100045,15,146
1087,139,100080,1753,2792
1088,126,100109,5579,6688
1089,135,100109,1563,3242
1090,148,100084,889,3660
1091,147,100118,2510,2602
1092,155,100123,2386,9650
1093,126,100123,4712,6591
1094,126,100123,3104,5828
1095,132,100064,898,1718
1096,150,100054,2775,8703
1097,183,100122,659,3634
1098,140,100120,343,525
1099,131,100100,7524,7530
1100,168,100043,802,1607
1101,216,100077,1837,2394
1102,136,100106,190,2384
1103,140,100102,2416,2871
1104,157,100122,2634,5034
